699020	Σήμερα μένω στο σπίτι.	697948	I'm staying at home.
699031	Θα σε συνοδευσω μέχρι το ἀεροδρόμιο.	18191	I'll accompany you to the airport.
699070	Τί κάνεις;	16492	What are you doing?
699070	Τί κάνεις;	17125	What do you do?
699070	Τί κάνεις;	38308	How is it going?
699070	Τί κάνεις;	38926	How are you doing?
699070	Τί κάνεις;	373320	How are you?
699070	Τί κάνεις;	511884	What do you make?
699070	Τί κάνεις;	1285339	How do you do?
715830	Το μεσαίο δάχτυλο είναι το μακρύτερο.	715802	The middle finger is the longest.
715836	Ένα κουαρτέτο έχει ένα παραπάνω μέλος από ένα τρίο.	715784	A quartet has one more member than a trio.
715840	Διαλέξαμε τον αριθμό στην τύχη.	715782	We picked the number at random.
715845	Είναι τόσο εύπιστη που θα πιστέψει ό,τι κι αν της πεις.	715767	She's so gullible she'll believe anything you tell her.
715848	Το έμαθα απ'αυτόν.	715766	I learnt it from him.
715857	Πότε τελείωσες τις σπουδές σου;	715752	When did you finish your studies?
715861	Ήταν εύκολο για μένα να λύσω το πρόβλημα.	21265	It was easy for me to solve the problem.
715871	Επιτέλους βρήκε ένα στοιχείο για το μυστήριο.	291771	At last, he found a clue to the mystery.
715872	Αλήθεια; Το είχα κλειδώσει πριν βγω έξω.	65403	Really? I had locked it up before I went out.
715873	Αποφάσισα να της πω ότι την αγαπώ.	454329	I decided to tell her that I love her.
715883	Συγνώμη που δεν απάντησα στο γράμμα σου νωρίτερα.	715862	Sorry I haven't replied to your letter earlier.
715885	Απλά αναρωτιέμαι πως περνάς και αν έχεις προσαρμοστεί στο νέο περιβάλλον.	715859	I'm just wondering how you are getting on and if you have adjusted to the new environment.
715887	Μόλις πήρα το γράμμα σου χθές.	715851	I just got your letter yesterday.
715891	Η τιμωρία θα έπρεπε να είναι ανάλογη του εγγλήματος.	715785	The punishment should be proportionate to the crime.
715893	Ποιός στο είπε αυτό;	715750	Who told you this?
715895	Ιταλός δεν είναι;	715734	Isn't he Italian?
715897	Φάγαμε μεσημεριανό σε μια μικρή καφετέρια.	715731	We had lunch at a little coffee shop.
715898	Μπορείς να δανειστέις ένα αντίγραφο από οποιαδήποτε δημόσια βιβλιοθήκη.	715729	You can borrow a copy from any public library.
715901	Ένας άντρας ψάρευε στην απέναντι όχθη.	715724	A man was fishing on the opposite bank.
715902	Πρέπει να πάω στην τράπεζα το πρωί.	715721	I need to go to the bank this morning.
715907	Με τον ενθουσιασμό και την αποφασιστικότητα του, είναι παράδειγμα για την υπόλοιπη ομάδα.	715713	With his enthusiasm and determination, he's an example to the rest of the team.
715908	Πρέπει να το δεις για να το πιστέψεις.	715696	You have to see it to believe it.
715909	Δύο καφέδες, παρακαλώ.	715671	Two coffees, please.
715913	Μια δικτατορία σημαίνει, εξ ορισμού, ένα κέντρο δύναμης.	715657	A dictatorship means, by definition, one centre of power.
715913	Μια δικτατορία σημαίνει, εξ ορισμού, ένα κέντρο δύναμης.	715658	A dictatorship means, by definition, one center of power.
715917	Ο ορισμός της "οικογένειας" έχει αλλάξει με τα χρόνια.	715650	The definition of 'family' has changed over the years.
715918	Θέλω να πιώ ένα καφέ.	715646	I want to drink a coffee.
715922	Κάθησε κάτω και διάβασε την εφημερίδα.	715628	He sat down and read the paper.
715924	Κάθησε και διάβασε την εφημερίδα.	715628	He sat down and read the paper.
715925	Μου αρέσει η μουσική και τα Αγγλικά.	715444	I like music and English.
715928	Η γάτα είναι κάτω απ'το τραπέζι.	801731	The cat is under the table.
716009	Δανείστηκα το σφυρί του πατέρα για να χτίσω ένα σκυλόσπιτο.	321800	I borrowed Father's hammer to build a dog house.
716020	Μπορώ να διαβάσω χωρίς γυαλιά.	256747	I can read without glasses.
716023	Θα είμαι εκεί στις πέντε μ.μ.	50767	I'll be there at five p.m.
716029	Πήρα το ασανσέρ μέχρι τον τρίτο όροφο.	681347	I rode the elevator to the third level.
716035	Αυτός είμαι εγώ - ο δειλός ανήμπορος να συλλέξει το κουράγιο του και να μάθει την αλήθεια.	413334	That's me - the coward unable to muster his courage and find out the truth.
716036	Παρακαλώ πες μου το όνομά σου.	250101	Please tell me your name.
716037	Μην αφήνεις τα συναισθήματα σου να φανούν.	20655	Don't let your feelings show.
716038	Ανταλλάξαμε χαιρετισμούς.	247848	We exchanged greetings.
716039	Την βλέπω σαν αδερφή μου.	261383	I look on her as my sister.
716040	Την βλέπω σαν να'ναι αδερφή μου.	261383	I look on her as my sister.
716041	Υπάρχουν πολλοί άνθρωποι στην Ασία.	71861	There are many people in Asia.
716046	Πήγαινε με στον αρχηγό σου.	426003	Take me to your leader.
716048	Έτρεξε όσο γρήγορα μπορούσαν να τον πάνε τα πόδια του.	300783	He ran as fast as his legs could carry him.
716050	Χλώμιασε απ'τον φόβο.	313246	She turned pale with fear.
716052	Άφησε γένι όσο ήταν στις διακοπές.	295200	He grew a beard while he was on holiday.
716054	Το νοητικό του επίπεδο είναι υψηλότερο απ'το μέσο αγόρι.	287135	His mental level is higher than the average boy's.
716055	Ποιά είναι τα ισχυρά σου σημεία;	70461	What are your strong points?
716056	Αν δεν ξεκινήσεις τώρα, θα αργήσεις.	242133	Unless you start now, you'll be late.
716058	Η μεγάλη προσπάθεια ήταν ένας παράγοντας της επιτυχίας του.	275974	Great effort was one factor in his success.
716060	Να είσαι καλός μαζί της, Μπίλ.	308935	Be kind to her, Bill.
716061	Ακόμα δεν μπορούμε να το δούμε.	619755	We still can't see it.
716064	Παρόλο που εσύ είσαι εντάξει μ'αυτό, κανείς άλλος δεν θα το δεχτεί. Θα με μαλώσουν μετά άρα...	327508	Even if that's alright with you nobody else will accept it. I'll get shouted at afterwards so...
716069	Δεν μπορώ να σκεφτώ μια καλή δικαιολογία που άργησα για τον οδοντίατρο.	263611	I can't come up with a good excuse for being late for the dentist.
716071	Πάτα το κουμπί εδώ.	60502	Push the button here.
716074	Τι είναι;	42849	What is it?
716077	Βιάσου!	1329	Hurry up.
716526	Υπήρχαν λίγα παιδιά στην αίθουσα.	19039	There were few children in the classroom.
716529	Δεν έχει καμία διαφορά όποιο και να διαλέξεις.	37907	It won't make any difference whichever you choose.
716530	Αποφασίσαμε να αναβάλλουμε την συνάντηση μέχρι την επόμενη Κυριακή.	28976	We decided to put off the meeting until next Sunday.
716541	Το ασανσέρ είναι εκτός λειτουργίας.	65236	The elevator is out of order.
716541	Το ασανσέρ είναι εκτός λειτουργίας.	1285203	The lift is out of order.
716542	Απαγορεύω το κάπνισμα στο δωμάτιό μου.	251755	I forbid smoking in my room.
716543	Δεν ξέρω τίποτα γι'αυτήν.	308672	I know nothing about her.
716544	Πρέπει να το κάνεις αμέσως.	16557	You must do it at once.
716610	Κοίταξα γύρω μου.	321857	I looked around me.
716911	Ποια εποχή σου αρέσει καλύτερα;	69826	Which season do you like the best?
719078	Πράσινες άχρωμες ιδέες κοιμούνται ξέφρενα.	702472	Colorless green ideas sleep furiously.
778868	Ένα μικρό βήμα για ένα άνθρωπο, ένα βήμα γίγαντα για την ανθρωπότητα.	433665	That's one small step for man, one giant leap for mankind.
810849	Εύρηκα!	618101	Eureka!
810849	Εύρηκα!	646783	I've found it.
810849	Εύρηκα!	826723	Gotcha!
869072	Δύο παιδιά κάθονται στον φράχτη.	869063	Two children are sitting on the fence.
869104	Αυτό είναι εύκολο.	869088	This is easy.
869105	Αυτό είναι δύσκολο.	869091	This is difficult.
932786	Κάνει πολλή ζέστη, θα ανάψω το κλιματιστικό.	3030898	It's so hot, I'm going to turn on the air conditioner.
932795	Κάλλιο αργά παρά ποτέ.	2344	Better late than never.
936908	Κάθε Κυριακή τα καταστήματα παραμένουν κλειστά.	1327258	On Sundays, shops stay closed.
936913	Σήμερα η θάλασσα ήταν ζεστή!	1078759	Today the sea was warm!
939378	Η Μαγδαληνή και η Άννα είναι καλές φίλες.	918989	Magdalena and Ania are good friends.
939385	Η Μαγδαληνή ενδιαφέρεται για την γεωγραφία.	918992	Magdalena is interested in geography.
939390	Ο Πέτρος έχει μαύρα μαλλιά αλλά ο Λεχ έχει ξανθά.	919008	Piotr has black hair but Lech has blond hair.
939392	Ο Λεχ ενδιαφέρεται για την Ιστορία.	919000	Lech is interested in history.
939393	Η Άννα έχει μαύρα μαλλιά αλλά η Μαγδαληνή έχει ξανθά .	919010	Ania has brown hair, but Magdalena has blonde hair.
939803	Δεν αντέχω άλλο!	31419	I can't stand it anymore.
939806	Σήμερα έχει πιο πολλά σύννεφα από χτες.	242853	There's more cloud today than yesterday.
939807	Μην οδηγείτε υπό την επήρεια αλκοόλ.	266123	Don't drive under the influence of alcohol.
948453	Με λένε Σάλι.	766635	My name is Sally.
948454	Όχι, ευχαριστώ.	31390	No, thank you.
948454	Όχι, ευχαριστώ.	432878	No, thanks.
948484	Πότε ξεκινάει η επόμενη ξενάγηση;	923829	When is the next guided tour?
948494	Ναι, παρακαλώ.	687874	Yes, please.
948585	Πώς είστε;	373320	How are you?
948586	Πώς είσαι;	373320	How are you?
949044	Πάμε παραλία.	34867	Let's go to the beach.
949088	Η Μάγια Κέουτς είναι καλή τραγουδίστρια.	949076	Maja Keuc is a good singer.
955539	Είναι να παίξουν τα λευκά και να κερδίσουν.	944706	White to play and win.
956317	Σε παρακαλώ, μην κλαίς.	1521	Please don't cry.
957414	Περισσότερο από το σίδερο, περισσότερο από το μολύβι, περισσότερο από τον χρυσό, χρειάζομαι τον ηλεκτρισμό. Τον έχω ανάγκη περισσότερο από το αρνάκι ή το χοιρινό ή το μαρούλι ή το αγγουράκι. Τον έχω ανάγκη για τα όνειρά μου.	758652	More than iron, more than lead, more than gold I need electricity. I need it more than I need lamb or pork or lettuce or cucumber. I need it for my dreams.
998981	Ας προσπαθήσουμε άλλη μια φορά.	31520	Let's try once again.
998988	Έχω κάτι για σένα.	71185	I have something to give you.
998990	Το μόνο που ξέρω είναι ότι έφυγε την περασμένη εβδομάδα.	756114	All I know is that she left last week.
999002	Κάνε μία βόλτα κάθε μέρα.	775944	Take a walk every day.
999004	Παρακαλώ, δώσε μου αυτό το στυλό.	249682	Please give me this pen.
999049	Τους αρέσει να παίζουν στο χιόνι.	306994	They like to play in the snow.
999056	Έχω πολλά όνειρα.	602516	I have a lot of dreams.
999062	Έρχεσαι από την Σουηδία.	622248	You come from Sweden.
999063	Έρχονται από την Σουηδία.	622193	They come from Sweden.
999079	Το Βλαδιβοστόκ είναι μία πόλη στη Ρωσία.	895854	Vladivostok is a city in Russia.
999080	Αυτή η χώρα λέγεται Ρωσία.	463284	This country is called Russia.
999110	Υπάρχουν πολλά νησιά στην Ελλάδα.	664077	There are many islands in Greece.
999121	Η Τουρκία ήταν ισχυρότερη απ' την Ελλάδα.	807131	Turkey was stronger than Greece.
999123	Πολλοί νέοι Ρωμαίοι πήγανε στην Ελλάδα.	942096	Many young Romans went to Greece.
999546	Χόρτασα.	433863	I'm full.
999573	«Πόσο χρονών είσαι;» «Είμαι δεκαέξι χρονών.»	418642	"How old are you?" "I'm sixteen."
999573	«Πόσο χρονών είσαι;» «Είμαι δεκαέξι χρονών.»	758863	"How old are you?" "I'm 16 years old."
999609	Μαθαίνουμε Κινέζικα.	555191	We're learning Chinese.
999610	Καλά, να πω την αλήθεια, δεν μου αρέσει καθόλου.	51127	Well, to be frank, I don't like it at all.
999611	Πόσες γλώσσες μιλάς καλά;	682402	How many languages do you speak well?
999613	Φτάσανε εκεί πριν την αυγή.	307622	They arrived there before dawn.
999616	Αυτή δεν μου άφησε να διαβάσω το γράμμα.	314157	She wouldn't allow me to read the letter.
999619	Θέλουμε να μάθουμε μερικά ισπανικά τραγούδια.	248036	We want to learn some Spanish songs.
999620	Θα σου πω την αλήθεια.	252788	I'll tell you the truth.
999627	Μιλάς Γιαπωνέζικα;	69058	Do you speak Japanese?
1000631	Λατρεύω τα Αραβικά.	370687	I love Arabic.
1005028	Πήγαμε και στο ναό.	47039	We also went to the temple.
1005078	Τελείωσες τη σχολική εργασία σου;	31328	Have you finished your homework yet?
1005331	Τα Ελληνικά και τα Λατινικά είναι χρήσιμες γλώσσες, για αυτό τα μαθαίνω.	612633	Greek and Latin are useful languages. That's why I study them.
1005351	Ας περιμένουμε εδώ μέχρι να γυρίσει.	283302	Let's wait here till he comes back.
1005352	Αυτός ήταν πολύ κουρασμένος.	292157	He was very tired.
1023159	Μου αρέσει πάρα πολύ.	259988	I like him very much.
1023177	Κοίτα εκείνο το ψηλό κτίριο.	68396	Look at that tall building.
1023181	Υπάρχει ένα μήλο πάνω στο τραπέζι.	39609	There is an apple on the table.
1023187	Δεν καταλαβαίνω τη μουσική.	472165	I don't understand music.
1023196	Αυτός δεν έχει παιδιά.	284815	He has no children.
1023202	Δεν είμαι σίγουρος πώς να προφέρω αυτή τη λέξη.	45462	I am not sure how to pronounce the word.
1023238	Έχουμε δύο κατσίκια.	247822	We keep two goats.
1023567	Ο δάσκαλος έγραψε το όνομά του στον πίνακα.	273002	The teacher wrote his name on the blackboard.
1023569	Η Σανγκάη είναι μία από τις μεγαλύτερες πόλεις στον κόσμο.	268297	Shanghai is among the largest cities in the world.
1023571	Ο κύριος Σμιθ είχε τρεις γιους που έγιναν μηχανικοί.	51549	Mr Smith had three sons who became engineers.
1023582	Αυτός μιλάει άπταιστα τα Γαλλικά.	587174	He speaks French fluently.
1023584	Σήμερα είναι Δευτέρα.	242836	It is Monday today.
1023586	Αυτός φαίνεται καλός άνθρωπος.	288947	He seems like a good person.
1023591	Αυτό το μέταλλο λέγεται ψευδάργυρος.	59613	This metal is called zinc.
1023593	Μου αρέσουν πάρα πολύ τα γιαπωνέζικα.	857587	I like Japanese very much.
1023600	Ψιχαλίζει έξω στον κήπο.	1023599	It's drizzling out in the garden.
1023602	Δεν ήρθες στο σχολείο χθες.	16115	You did not come to school yesterday.
1023605	Η Χάνακο έχει ξεχάσει την ομπρέλα της πάλι.	23715	Hanako has forgotten her umbrella again.
1023607	Αυτός ενδιαφέρεται πολύ για την ιαπωνική γλώσσα.	302241	He's very much interested in the Japanese language.
1032116	Μιλάτε γαλλικά;	415441	Do you speak French?
1033580	Ποιό φρούτο είναι κόκκινο;	464572	What fruit is red?
1037562	Πάρα πολύ άθλημα στην τηλεόραση.	1037564	There's too much sport on TV.
1042748	Μ' αρέσει η οξιτανική γλώσσα.	1031102	I like the Occitan language.
1057911	Πρώτα ο Θεός	408911	God willing...
1068030	Βάλε τα καρότα στην κατσαρόλα.	441305	Put the carrots in the pot.
1068039	Δεν τον έχω δει από τότε.	254441	I have not seen him since then.
1068048	Έχω μία γάτα κι ένα σκύλο. Η γάτα είναι μαύρη και ο σκύλος είναι άσπρος.	255347	I have a cat and a dog. The cat is black and the dog is white.
1068048	Έχω μία γάτα κι ένα σκύλο. Η γάτα είναι μαύρη και ο σκύλος είναι άσπρος.	508282	I have a cat and a dog. The cat's black and the dog's white.
1068629	Αυτή είναι ένα μέλος αυτού του σωματείου.	310850	She is a member of this organization.
1068631	Αυτό είναι το ίδιο στυλό που έχασα χθες.	55668	This is the same pen that I lost yesterday.
1068633	Πότε άρχισες να μαθαίνεις τα Γερμανικά;	16849	When did you begin learning German?
1068635	Η Ατσούσι μπορεί να ήταν άρρωστη.	631927	Atsushi may have been sick.
1068637	Ωραία ημέρα, δεν είναι;	66774	It's a beautiful day, isn't it?
1068644	Είσαι Γιαπωνέζος;	515572	Are you Japanese?
1068650	Αυτό είναι το σπίτι που έμενα όταν ήμουνα παιδί.	56221	This is the house where I lived when I was a child.
1068659	Πολλοί έχασαν τα σπίτια τους μετά τον σεισμό.	453056	Many lost their homes after the earthquake.
1068663	Το αγόρι στέκεται στη σάλα.	462604	The boy is standing in the living room.
1068675	Το αγόρι πηδάει.	868965	The boy is jumping.
1068683	Αυτός έχει μεγάλη οικογένεια.	786206	He has a big family.
1073670	Πρέπει να προσέχεις να μην τον κάνεις να θυμώσει.	15795	You must be careful not to make him angry.
1073673	Το όνομα αυτού του τραγουδιού είναι "Only You".	60119	This song's name is "Only You".
1073679	Αυτή ήταν και έξυπνη και όμορφη.	310743	She was intelligent as well as beautiful.
1073681	Τα λουλούδια μαράθηκαν χωρίς νερό.	23747	The flowers were dying without water.
1073685	Υπάρχουν 1000 ταινίες που πρέπει να δεις πριν πεθάνεις.	2205	There are 1000 movies that one must watch before dying.
1073691	Ποιό είναι πιο ταχύ, ένα ταξί ή το μετρό;	40966	Which is quicker, a taxi or the subway?
1073693	Αισθάνομαι καλύτερα σήμερα.	242822	I feel better today.
1073696	Συνάντησα τον πατέρα σου χθες.	257766	I met your father yesterday.
1073701	Θέλω να πάω στο εξωτερικό.	21938	I want to go abroad.
1073704	Αυτό το σπίτι δεν είναι πολύ μεγάλο.	1073708	This house is not very big.
1073710	Ο αδελφός μου παίζει καλή κιθάρα.	250694	My brother is very good at playing the guitar.
1074211	Φέρνω καραμέλες για τα παιδιά.	839394	I bring candy for the children.
1074214	Εκείνη η ταινία είναι για παιδιά.	811437	That movie is for children.
1074229	Πόσο χρονών θα ήσουνα αν δεν ήξερες πόσο χρονών είσαι;	590526	How old would you be if you didn't know how old you are?
1074244	Τα βιβλία σε εκείνο κατάλογο θα είναι δύσκολα να βρεθούν στην Ιαπωνία.	49735	The books which are on that list will be difficult to find in Japan.
1074249	Είμαι μια γυναίκα.	740214	I am a woman.
1074264	Αυτή μου έδωσε αυτά τα παλιά κέρματα.	314148	She gave me these old coins.
1078365	Γεια σου, κόσμε!	398746	Hello, world!
1078765	Εκείνο σπίτι είναι πολύ καλύτερο από τούτο.	68545	That house is much better than this.
1091519	Ο γέρος μένει μόνος του.	43387	The old man lives by himself.
1091521	Αυτή είναι πλούσια γυναίκα.	313315	She is a wealthy woman.
1113751	Πρέπει να γράψω ένα γράμμα. Έχεις χαρτί;	6117	I have to write a letter. Do you have some paper?
1118264	Να πουλώ αυτοκίνητα είναι η δουλειά μου.	503055	Selling cars is my job.
1118291	Τον γνωρίζουμε.	262783	We know him.
1118294	Ο Τομ δεν έχει πολλά ρούχα. Γι' αυτό τον βλέπεις να φοράει συνέχεια το ίδιο πράγμα.	1094499	Tom doesn't have many clothes. That's why you always see him wearing the same thing.
1118330	Οπουδήποτε πάει, την ακολουθεί το παιδί της.	308103	Wherever she goes, her child follows her.
1118334	Είναι ακόμα πολύ νωρίς.	980801	It is still too early.
1118337	Δε μου αρέσεις πια.	1435	I don't like you anymore.
1118340	Τα φύλλα είναι κίτρινα!	1062452	The leaves are yellow!
1118345	Μόλις άρχισα.	241921	I have only just begun.
1123584	Συγγνώμη. Πού είναι το αρτοποιείο;	434716	Excuse me. Where is the bakery?
1123585	Πού είναι ένα αρτοποιείο;	687626	Where is a bakery?
1123586	Πού είναι το αρτοποιείο;	687678	Where's the bakery?
1123826	Τι;	36088	What?
1123831	Όχι.	477061	No.
1123836	Ναι.	477086	Yes.
1123840	Γεια σου.	373330	Hello!
1123842	Γεια σας.	373330	Hello!
1123847	Αντίο.	516745	Goodbye!
1125984	Πού πάμε;	1123865	Where are we going?
1127649	Τί θα έκανες αν έβλεπες ένα φάντασμα;	30579	What would you do if you saw a ghost?
1127650	Μπορούμε να δούμε ολόκληρο το λιμάνι από το κτίριο.	48325	We can see the whole harbor from the building.
1127651	Υπάρχουν πολλά πλοία στο λιμάνι.	240941	There are many ships in the harbor.
1127653	Είδαμε πολλά πλοία στο λιμάνι.	263018	We saw many ships in the harbor.
1127670	Έχουμε δύο κόρες.	249592	We have two daughters.
1129915	Η Μαρία έχει μακριά μαλλιά.	5994	Maria has long hair.
1129919	Δεν πρέπει να έρθετε αύριο.	5997	You don't have to come tomorrow.
1129923	Αυτός σπουδάζει τη νομική στο πανεπιστήμιο.	301235	He is studying law at the university.
1129927	Φαίνεσαι να σκέφτεσαι κάτι άλλο.	16276	You seem to be thinking of something else.
1129928	Κάνεις κανένα σπορ;	25236	Do you play any sports?
1129929	Αγόρασα μερικά φρέσκα αβγά που είχανε μόλις έρθει από τη φέρμα.	259899	I bought some fresh eggs which had just come from the farm.
1129931	Δούλεψα σε μία φάρμα.	259900	I worked on a farm.
1129932	Δώσε μου το κλειδί για αυτή τη κλειδαριά!	371760	Give me the key to this lock!
1129937	Οι γιατροί έχουν ένα δύσκολο πρόβλημα.	27986	Doctors have a difficult problem.
1129938	Πόσο μακριά είναι από το Μπρνο;	873600	How far is it to Brno?
1129944	Δώσε τα χαιρετίσματά μου στους γονείς σου!	54289	Give my regards to your parents.
1142307	Δεν υπήρχε τίποτα στο δωμάτιο εκτός από μία παλιά καρέκλα.	44242	There was nothing but an old chair in the room.
699025	Κάνει κρύο.	1813	It's cold.
1148705	Το λεοντάρι είναι ο βασιλιάς των θηρίων.	29839	The lion is the king of beasts.
1148713	Ο Κεν φαίνεται ευτυχισμένος.	238903	Ken looks happy.
1148723	Αυτή η λέξη δεν χρησιμοποιείται συχνά.	57968	This word is not in common use.
1148728	Δεν είμαι ούτε Αθηναίος ούτε Έλληνας.	543554	I'm neither an Athenian nor a Greek.
1148733	Ξέρεις κανέναν ελληνικό μύθο;	36314	Do you know any Greek myths?
1148739	Όλοι οι άνθρωποι είναι θνητοί, όλοι οι Έλληνες είναι άνθρωποι, επομένως όλοι οι Έλληνες είναι θνητοί.	356213	All men are mortal, all Greeks are men, therefore all Greeks are mortal.
1179418	Πού είναι ο αδελφός σου;	873552	Where is your brother?
1184090	Ο ήλιος είναι κόκκινος.	477369	The sun is red.
1184113	Το φθινόπωρο τα φύλλα γίνονται κίτρινα.	266344	In autumn the leaves turn yellow.
1185931	Πού βρήκε αυτός αυτά τα χρήματα;	292018	Where did he find the money?
1185932	Είμαι ήδη έτοιμος.	574158	I'm already ready.
1185934	Εκείνο το σπασμένο βάζο είναι του παππού μου.	68502	That broken vase is my grandfather's.
1185940	Έβρεχε, και τα μακριά μαλλιά του Τζω ήταν ολότελα βρεγμένα όταν έφτασε στο σπίτι του.	26918	It was raining, and Joe's long hair was completely wet by the time he got home.
1185942	Ο Τομ δε θέλει να μιλάει για την ιδιωτική του ζωή.	1094244	Tom doesn't want to talk about his private life.
1185945	Θα έρθω να σε δω αύριο.	323474	I'm coming to see you tomorrow.
1185949	Έμειναν στη Ρώμη μέχρι το Σεπτέμβριο.	305451	They stayed in Rome till September.
1185952	Θέλω να πιω κάτι.	256358	I want to drink something.
1185956	Αυτή με πιστεύει πάντα.	793005	She always believes me.
1185959	Υπάρχει ένα μυστικό μονοπάτι στα αριστερά.	2093	There's a secret path on the left.
1185961	Πιστεύεις την ιστορία του;	287934	Do you believe his story?
1185965	Περίμενε πέντε λεπτά, σε παρακαλώ.	466728	Please wait five minutes.
1187488	Οι ειδήσεις λένε ότι υπήρξε ένας μέγαλος σεισμός στην Ελλάδα.	35954	The news says that there was a big earthquake in Greece.
1187491	Μαθαίνουμε για τις Αρχαίες Ρώμη κι Ελλάδα.	248643	We learn about ancient Rome and Greece.
1187493	Έμαθα για τον ελληνικό πολιτισμό.	63102	I learned about Greek culture.
1187495	Τα ελληνικά είναι δύσκολα να τα μάθεις.	63105	Greek is difficult to learn.
1187496	Οι Έλληνες φιλόσοφοι εκτιμούσαν τη δημοκρατία.	63107	Greek philosophers placed value on democracy.
1187498	Και οι Έλληνες σύχνα τρώνε ψάρι.	63109	Greeks often eat fish, too.
1187500	Ο Αχιλλέας ήταν ένας Έλληνας αρχαίος ήρωας.	71883	Achilles was an ancient Greek hero.
1187502	Είναι για μένα κινέζικα.	249797	It's all Greek to me.
1187504	Μπορούσα να καταλάβω τις πρώτες μερικές φράσεις, μα το υπόλοιπο της ομιλίας του ήταν για μένα κινέζικα.	285606	I could understand the first few sentences, but the rest of his speech was all Greek to me.
1187528	Οι Έλληνες τρώνε συχνά και ψάρι.	63109	Greeks often eat fish, too.
1187594	Έχεις κανένα βιβλίο γραμμένο στα Αγγλικά;	26363	Do you have a book written in English?
1187597	Έχω ένα φίλο του οποίου ο πατέρας είναι δάσκαλος.	250003	I have a friend whose father is a teacher.
1187651	Αυτός είναι μαθητής του γυμνάσιου Ιούτσου.	304341	He is a student at Yushu High School.
1189365	Αυτός διδάσκει τα παιδιά ισπανικά.	434948	He is teaching Spanish to the children.
1189369	Μένω στην πόλη.	25505	I'm living in the city.
1189371	Με ποιο λεωφορείο θα πάω στο νοσοκομείο;	35393	How can I get to the hospital by bus?
1189856	Δύο τηγανιτά αβγά και έναν καφέ, παρακαλώ.	464296	Two fried eggs and coffee, please.
1191998	Είμαι παντρεμένος με μία Πολωνέζα.	919022	I am married to a Polish woman.
1192003	Καλά Χριστούγεννα!	1723	Merry Christmas!
1195338	Μια γάτα έχει δύο αυτιά.	1277087	A cat has two ears.
1200038	Φαίνεται σαν να σκέφτεσαι κάτι άλλο.	16276	You seem to be thinking of something else.
